Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn||viaf.org/viaf/19690624
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Isḥāq|n80145641|viaf.org/viaf/19690624
Muhammad al-Ghafiri||
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
de Slane||http://viaf.org/viaf/29537314
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Maʼmūn b. Muḥammad b. Kamāl al-Isṭabānī al-Ījī||
Naǧm al-Dīn ʾAḥmad ibn al-Minfāḫنجم الدين أحمد بن المنفاخ||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
‘Abd al-Raḥmān al-Ṭabīb||
‘Izz al-Dīn Ibrāhīm al-Kīshī||
ʾIbrāhīm al-Kīshīإبراهيم الكيشي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn|n80145641|viaf.org/viaf/19690624
Ibn Abī Ṣādiq|n2008049541|http://viaf.org/viaf/4405945
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ṣeṣen, Ramazan|n87847976|http://viaf.org/viaf/76527613
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Pertsch, Wilhelm|n85070830|http://viaf.org/viaf/69724617
Ibn al-Quffابن القف الكركي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Pertsch, Wilhelm|n85070830|http://viaf.org/viaf/69724617
Ibn al-Quffابن القف الكركي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Pertsch, Wilhelm|n85070830|http://viaf.org/viaf/69724617
Ibn al-Quffابن القف الكركي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Pertsch, Wilhelm|n85070830|http://viaf.org/viaf/69724617
Ibn al-Nafīs,‏ابن النفيس||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn al-Nafīs,‏ابن النفيس||
Pertsch, Wilhelm|n85070830|http://viaf.org/viaf/69724617
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ṣeṣen, Ramazan|n87847976|http://viaf.org/viaf/76527613
ʿAbdallāh ibn ʿAbd al-ʿAzīz ibn Mūsā al-Sīwāsīعبد الله بن عبد العزيز بن موسى السيواسي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ṣeṣen, Ramazan||http://viaf.org/viaf/76527613
Aḥmad ibn ʿAbd al-Sayyid||
Ibn Abī Ṣadiq|n2008049541|http://viaf.org/viaf/4405945
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Hamarneh|n50018872|http://viaf.org/viaf/84838240
Cheïkho, Louis|n82234894 |http://viaf.org/viaf/77068906
Ibn al-Quffابن القف الكركي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Ishaq|n80145641|viaf.org/viaf/19690624
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
de Slane|nr91024824|http://viaf.org/viaf/29537314
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
al-Manāwīالمناوي||
Nancy Elizabeth Gallagher|n82146988|http://viaf.org/viaf/110565067
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ṣeṣen, Ramazan|n87847976|http://viaf.org/viaf/76527613
Ḥaydar b. Ismā’īl||
Yusuf, son of Mika’il the Physician (al-Mutaṭabbib)||
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn Qāsim al-Kīlānī‏ابن قاسم الكيلاني||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn Abī Ṣādiq‏ابن أبي صادق||
ʿAbd al-Laṭīf al-Baǧdādī‏عبد اللطيف البغدادي||
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Palladius (fl. C.6th century)||http://viaf.org/viaf/40170779
Biesterfeldt, Hinrich|no2012144872|http://viaf.org/viaf/305306812
Sami Haddad|n85335446|http://viaf.org/viaf/64218974
Biesterfeldt, Hinrich|no2012144872|http://viaf.org/viaf/305306812
Psuedo Palladiusمنسوب إلى فلاذيوس||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Sālim al-Tunisīسالم التونسي||
Aḥmad ibn 'Abd al-Rahman ibn 'Umar||
Ibn al-Nafīs,‏ابن النفيس||
Zaidān, Yūsuf|nr90020121|http://viaf.org/viaf/81971216
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Maʼmūn b. Muḥammad b. Kamāl al-Isṭabānī al-Ījī||
Naǧm al-Dīn ʾAḥmad ibn al-Minfāḫنجم الدين أحمد بن المنفاخ||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Maʼmūn b. Muḥammad b. Kamāl al-Isṭabānī al-Ījī||
Naǧm al-Dīn ʾAḥmad ibn al-Minfāḫنجم الدين أحمد بن المنفاخ||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
Ḥusaynī Aškiwarī||
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
Ḥusaynī Aškiwarī||
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
Ḥusaynī Aškiwarī||
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
Ḥusaynī Aškiwarī||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
Şeşen|n87847976|http://viaf.org/viaf/76527613
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ṣeṣen, Ramazan|n87847976|http://viaf.org/viaf/76527613
Ibn al-Quffابن القف الكركي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn||viaf.org/viaf/19690624
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Pormann||http://viaf.org/viaf/76627502
Joosse||
Sbath|nr91020521|http://viaf.org/viaf/47128078
ʿAli bin Ṭāhir al-Ṭabīb al-Sinǧārī علي بن طاهر الطبيب السنجاري||
Río Sánchez, Francisco del|no2004068425|http://viaf.org/viaf/44576904
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Arberry, A.J|n79069707|http://viaf.org/viaf/79056967
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944|http://viaf.org/viaf/287984736
Sbath|nr91020521|http://viaf.org/viaf/47128078
Ibn Abī Ṣādiq‏ابن أبي صادق||
Sbath, Paul|nr91020521|http://viaf.org/viaf/47128078
Río Sánchez, Francisco del|no2004068425|http://viaf.org/viaf/44576904
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Arberry|n79069707|http://viaf.org/viaf/79056967
Arberry|n79069707|http://viaf.org/viaf/79056967
Hunayn|n80145641|http://viaf.org/viaf/19690624
Arberry|n79069707|http://viaf.org/viaf/79056967
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
Ḥunayn ibn Isḥāq‏حنين بن إسحاق||
Hippocrates|n80119944|http://viaf.org/viaf/287984736
Darwīsh Muḥammad ibn Shaykh Bahāʼ al-Dīn||
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn|n80145641|viaf.org/viaf/19690624
de Slane|nr91024824|http://viaf.org/viaf/29537314
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
de Slane||http://viaf.org/viaf/29537314
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn||viaf.org/viaf/19690624
de Slane|nr91024824|http://viaf.org/viaf/29537314
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
de Slane||http://viaf.org/viaf/29537314
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Naǧm al-Dīn ʾAḥmad ibn al-Minfāḫ نجم الدين أحمد بن المنفاخ||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn||viaf.org/viaf/19690624
Bahnām ibn al-Ḥaddād||
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Uwe Vagelpohl||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
‘Abd al-Raḥmān al-Ṭabīb||
‘Izz al-Dīn Ibrāhīm al-Kīshī||
al-Kīshī||
‘Abd al-Raḥmān al-Ṭabīb||
ʾIbrāhīm al-Kīshīإبراهيم الكيشي||
Ramazan Şeşen||viaf.org/viaf/76527613
Jamāl al-Dīn ibn ʿAbdallāh al-Anṣārī||
Ibn Mālik|n83056178|http://viaf.org/viaf/12537163
Ḫālid ibn ʿAbdallāh al-Azharīخالد بن عبد الله الأزهري||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Gacek|n83164681|http://viaf.org/viaf/41990775
Ibn Abī Ṣādiq‏ابن أبي صادق||
Adam Gacek,|n83164681|http://viaf.org/viaf/41990775
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Iskandar|n88169558|http://viaf.org/viaf/77873552
علي بن طاهر الطبيب السنجاري|supplied|
ʿAli bin Ṭāhir al-Ṭabīb al-Sinǧārī علي بن طاهر الطبيب السنجاري||
Iskandar, A. Z|n88169558|http://viaf.org/viaf/77873552
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
'Abd al-Lātīf al-Baghdādīعبد اللطيف البغدادي||
'Abd al-Lātīf al-Baghdādī‏عبد اللطيف البغدادي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ahlwardt, Wilhelm|n85175701|http://viaf.org/viaf/27218796
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ṣeṣen, Ramazan||http://viaf.org/viaf/76527613
Aḥmad ibn ʿAbd al-Sayyid||
Ibn Abī Ṣadiq|n2008049541|http://viaf.org/viaf/4405945
Ibn Abī Ṣādiq‏ابن أبي صادق||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ṣeṣen, Ramazan|n87847976|http://viaf.org/viaf/76527613
ibn al-Nafīs||http://viaf.org/viaf/17316331
Ṣeṣen|n87847976|http://viaf.org/viaf/76527613
ʿAbdallāh ibn ʿAbd al-ʿAzīz ibn Mūsā al-Sīwāsīعبد الله بن عبد العزيز بن موسى السيواسي||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Anṭūn Walad Yūsuf Jawhar Ṭabībأنطون ولد يوسف جوهر طبيب||
Ibn al-Nafīs,‏ابن النفيس||
Ahlwardt|n85175701|http://viaf.org/viaf/27218796
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
de Slane|nr91024824|http://viaf.org/viaf/29537314
Ibn Abī Ṣādiq‏ابن أبي صادق||
de Slane|nr91024824|http://viaf.org/viaf/29537314
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
de Slane|nr91024824|http://viaf.org/viaf/29537314
Ibn Abī Ṣādiq‏ابن أبي صادق||
de Slane|nr91024824|http://viaf.org/viaf/29537314
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn Abī Ṣādiq‏ابن أبي صادق||
de Slane|nr91024824|http://viaf.org/viaf/29537314
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Ishaq|n80145641|viaf.org/viaf/19690624
Beit-Arié|n82087685|http://viaf.org/viaf/44295189
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Beit-Arié, Malachi||http://viaf.org/viaf/44295189
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Ishaq|n80145641|http://viaf.org/viaf/19690624
Derenbourg-Renaud|n87816817|http://viaf.org/viaf/7496417
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Derenbourg-Renaud||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Ishaq|n80145641|viaf.org/viaf/19690624
Abu al-Fada'il Abu Sa'id al-Arzaq||
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Derenbourg-Renaud||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Ishaq|n80145641|viaf.org/viaf/19690624
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Derenbourg-Renaud|n87816817|http://viaf.org/viaf/7496417
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn al-Nafīs,‏ابن النفيس||
Derenbourg-Renaud|n87816817|http://viaf.org/viaf/7496417
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ḥunayn ibn Isḥāq‏حنين بن إسحق||
Derenbourg-Renaud||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Ibn Abī Ṣādiq‏ابن أبي صادق||
Derenbourg-Renaud||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Muḥammād ibn ʾIsmāʿīl ibn Aḥmād al-Buḥayri||
al-Manāwīالمناوي||
Derenbourg-Renaud||
Muḥammad bin Muṣṭafāمصطفى بن محمد تلميذ الشيخ المدرني||
Aḥmad bin Muḥammad bin ʿAbbād al-Šāfiʿī al-Šāḍilīأحمد بن محمد بن عباد الشافعى الشاذلى||
Muṣṭafá ibn Ibrāhīm al-Ghalībūlīمصطفى بن إبراهيم الكليبولي الحنفي||
Aḥmad bin Muḥammad bin ʿAbbād al-Šāfiʿī al-Šāḍilīأحمد بن محمد بن عباد الشافعى الشاذلى||
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
Kīshī||
‘Abd al-Raḥmān al-Ṭabīb||
Loebenstein|n85101730|http://viaf.org/viaf/37439401
ʾIbrāhīm al-Kīshīإبراهيم الكيشي||
Helene Loebenstein||viaf.org/viaf/37439401
Hippocrates|n80119944 |http://viaf.org/viaf/287984736
al-Kīshī||
al-Kīlānī||
‘Abd al-Raḥmān al-Ṭabīb||
‘Izz al-Dīn Ibrāhīm al-Kīshī||
ʿAbd al-Raḥīm al-Ṭabīb’عبد الرحيم الطبيب||
ʾIbrāhīm al-Kīshīإبراهيم الكيشي||
Petrus Voorhoeve||
William Erskine, 1773-1852|n87911003|http://viaf.org/viaf/121598260/
Miskīn, Muḥammad Salīm||
Ibn Kathīr, Ismāʻīl ibn ʻUmar|n83064845|http://viaf.org/viaf/90039047/
Muḥammad Akbar||
Aurangzeb, Emperor of Hindustan, 1618-1707|n50038449|http://viaf.org/viaf/6178410/
Mīr Sayyid Ḥusayn||
Ghiyās al-Dīn Bāyazīd Ṣarrāf||
Kai Kā'us||
Rustam||
Suhrāb||
Siyāvush||
Kai Kā'us||
Sūdābeh||
Īraj||
Farīdūn||
Minūchihr||
Kākvī||
Zāl||
Rūdābeh||
Zāl||
Minūchihr||
Kubād||
Bārmān||
Zāl||
Khazarvān||
Rustam||
Rustam||
Rustam||
Rustam||
Rustam||
Ūlād||
Rustam||
Arzhang||
Rustam||
Siyāvush||
Dāmur||
Garvī||
Garsīvaz||
Siyāvush||
Garvī||
Garsīvaz||
Zavāreh||
Surkheh||
Siyāvush||
Rustam||
Pīlsam||
Kai Khusrau||
Farūd||
Rīvnīz||
Ṭūs||
Ṭūs||
Farūd||
Bīzhan||
Balāshān||
Tazhāv||
Bahrām||
Rustam||
Ashkabūs||
Rustam||
Shangal||
Rustam||
Khāḳān of Chīn||
Gustaham||
Rustam||
Pūlādvand||
Rustam||
Akvān||
Bīzhan||
Gurgīn||
Bīzhan||
Manīzheh||
Rustam||
Bīzhan||
Gīv||
Luhhāk||
Hajīr||
Sipahram||
Kai Khusrau||
Shīda (Pashang)||
Kai Khusrau||
Rustam||
Afrāsiyāb||
Kai Khusrau||
Isfandiyār||
Bīdarafsh||
Gushtāsp||
Isfandiyār||
Gurgsār||
Gurgsār||
Isfandiyār||
Rustam||
Bahman||
Zavāreh||
Rustam||
Isfandiyār||
Rustam||
Shaghād||
Iskandar|n79004067 |
Dārā||
Iskandar|n79004067 |
Fūr||
Iskandar|n79004067 |
Iskandar|n79004067 |
Ardashīr|n90697595|
Shāpūr|n83168463|
Bahrām Gūr|nr98001026|
Āzādeh||
Bahrām Gūr|nr98001026|
Lambak||
Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Shangal||
Shāpūr|n83168463|
Sūfrā'ī||
Anūshīrvān|nr98013189|
Anūshīrvān|nr98013189|
Nūshzād||
Rām Barzīn||
Ṭalḥand||
Gav||
Anūshīrvān|nr98013189|
Mahbūd||
Ghātḳar||
Khāḳān of Chīn||
Anūshīrvān|nr98013189|
Buzurjmihr|n2006020907|
Hurmuzd||
Bahrām Chūbin|n2006020907|
Sāveh||
Khusrau Parvīz|n84045832 |
Khusrau Parvīz|n84045832 |
Bahrām Chūbin|n2006020907|
Bahrām Chūbin|n2006020907|
Ḳulūn||
Bahrām Chūbin|n2006020907|
Khusrau Parvīz|n84045832 |
Shīrīn||
Shīrūy||
Khusrau Parvīz|n84045832 |
Firdawsī||
Anūshīrvān|nr98013189 |
Burzūyeh||
Pādshāh Salīm||
Muḥammad Riẓā||
Salīm||
Muḥammad Riẓā||
Bīdpā'ī||
Āḳā Riẓā||
Dābishlīm||
Bīdpā'ī||
Abu'l-Ḥasan||
Ghānim||
Abu'l Muzaffar Sultān Salīm Shāh i.e. Jahāngīr||
Muḥammad Riẓā||
Mīrzā Ghulām||
Mīrzā Ghulām||
Durga||
Durga||
Anant||
Hariyā||
Ustād Ḥusain||
Anant||
Anant||
Ḥusain||
Hariyā||
Dharmdās||
Padārath||
Raḥmān Ḳulī||
Mohan||
Anant||
Nānhā||
Dharmdās||
Mīrzā Ghulām||
Bishndās||
Āḳā Riẓā||
Guhardās||
Salīm Ḳulī||
'Abd al-Salīm||
Mādhū||
Hilār||
Suhailī Yamanī||
Māh-i Khutanī||
Hilār||
Salīm Ḳulī||
Sulaimān||
Mirzā Ghulām||
Kāshifī, Ḥusayn Vāʻiẓ, d. 1504 or 5|n85026579|http://viaf.org/viaf/20030140
Sulṭān Sanjar|n91088212|
Shīrīn||
Khusrau|n84045832 |
Shāpūr||
Khusrau|n84045832 |
Shīrīn||
Farhād||
Shīrīn||
Khusrau|n84045832 |
Shīrīn||
Lailā||
Majnūn||
Majnūn||
Majnūn||
Bihzād||
Majnūn||
Bahrām Gūr|nr98001026|
Bihzād||
Bahrām Gūr|nr98001026|
Māhān||
Iskandar|n79004067|
Dārā||
Bihzād||
Iskandar|n79004067|
Dārā||
Nūshābeh||
Iskandar|n79004067|
Iskandar|n79004067|
Iskandar|n79004067|
Kintāl||
Niẓāmī Ganjavī, 1140 or 41-1202 or 3|n80115655|http://viaf.org/viaf/2474895
Euclid|n50043341|http://viaf.org/viaf/100219655
Sulṭan Jalāl al-Dīn Iskandar||
Imām ʻAlī b. Mūsā al-Riz̤ā||
Abū Saʻīd, Ilkhān of the Mongols, fl. 1316-1335|no2006016056|http://viaf.org/viaf/44046481
Uljāytū Khudābandah, Ilkhan of Iran, ca. 1280-1316|no2001063311|http://viaf.org/viaf/75970357
Bayḍāwī, ʻAbd Allāh ibn ʻUmar, d. 1286?|n8208585|http://viaf.org/viaf/44541329
Sulṭan Jalāl al-Dīn Iskandar||
Muḥammad al-Ḥalvāʼī al-Jalālī al-Iskandarī ,محمد هلوائی ال جلالی الاسکندری||
Nāṣir al-Kātib,ناصر الکاتب||
Niẓāmī Ganjavī, 1140 or 41-1202 or 3|n80115655|http://viaf.org/viaf/2474895
Firdawsī|n79094717|http://viaf.org/viaf/101359236/
Various authors||
Qivām al-Din Z̲u'l-Faqār||
Various authors||
Kāshī, Jamshīd ibn Masʻūd, d. ca. 1436|n88168314|http://viaf.org/viaf/169807882
Kāshī, Jamshīd ibn Masʻūd, d. ca. 1436|n88168314|http://viaf.org/viaf/169807882
Unknown||
Unknown||
Abū Ḥanīfah, d. 767 or 8|n82031776|http://viaf.org/viaf/88126052
Unknown||
Unknown||
ʻAṭṭār, Farīd al-Dīn, d. ca. 1230|n81059703|http://viaf.org/viaf/100164385/
ʻAṭṭār, Farīd al-Dīn, d. ca. 1230|n81059703|http://viaf.org/viaf/100164385/
Various authors||
Unknown||
Anonymous||
Anonymous||
Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 3-1136 or 7|nr94010125 |http://viaf.org/viaf/47935028
Anonymous||
Ghiyās̲ Kirmānī||
Awḥadī, Rukn al-Dīn||
Shabistarī, Maḥmūd ibn ʻAbd al-Karīm, d. ca. 1320|n80089780|http://viaf.org/viaf/107030610
The Prophet|n79130881|
Jibrāīl||
Anūshīrvān|nr98013189|
Sulṭān Sanjar|n91088212|
Jesus|n79084784|
Jamshīd||
Hārūn al-Rashīd|n50028662|
Khusrau|n84045832 |
Hurmuzd||
Shāpūr||
Khusrau|n84045832 |
Shīrīn||
Khusrau|n84045832 |
Shīrīn||
Khusrau|n84045832 |
Shīrīn||
Khusrau|n84045832 |
Shīrīn||
Khusrau|n84045832 |
Shīrīn||
Khusrau|n84045832 |
Bahrām Chūbīn|n2006020907|
Bārbad||
Nīgīsa||
Khusrau|n84045832 |
Shīrīn||
Shīrīn||
Farhād||
Jibrāīl||
Isrāfil||
Lailā||
Majnūn||
Majnūn||
Ibn Salām||
Lailā||
Lailā||
Ibn Salām||
Lailā||
Majnūn||
Bahrām Gūr|nr98001026|
Fitneh||
Bahrām Gūr|nr98001026|
